state,X,vote,reg2,race_eth,age,edu5,sex,weight,demVote,fips,postal,GESTCEN,census.region,alt.subregion,alt.region,new.subregion,white.religion,vap.turnout,whitenh_pct,hispanic_pct,black_pct,cvap.turnout,religion.gallup,religion.composite,otherVoteShare,demTwoPartyShare,turnout.acs.cvap.04,otherVote,age4,region,race.region,race.edu,race.age,race.sex,race.sex.edu,race.age.region,race.edu.region,race.sex.age,race.sex.region,sex.edu.region,race.subregion,edu.region,age.region,age3,edu2,age.state,edu.state,race.state
Alabama,3258,Bush,yes,White,37,col,Male,0.52,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,41,42,42,421,423,431,422,423,213,405,13,23,1,col,101,101,401
Alabama,6024,Bush,yes,White,23,postgrad,Female,0.58,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,44,41,41,414,413,434,411,413,143,405,43,13,1,col,101,101,401
Alabama,10377,Bush,yes,Hispanic,54,postgrad,Male,2.2,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,23,24,23,22,224,233,234,223,223,243,205,43,33,3,col,201,101,2005
Alabama,7208,Bush,yes,NA,33,somecol,Male,2.5,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,53,55,52,52,525,523,535,522,523,253,505,53,23,1,hs,101,201,5005
Alabama,4650,Kerry,yes,Black,43,hs,Female,1.26,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,13,12,12,11,112,123,132,112,113,123,105,23,23,1,hs,101,201,1005
Alabama,6138,Bush,yes,White,35,col,Female,0.94,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,41,42,41,411,423,431,412,413,113,405,13,23,1,col,101,101,401
Alabama,7210,Bush,yes,White,46,hs,Female,2.416666667,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,41,412,433,432,413,413,123,405,23,33,3,hs,201,201,401
Alabama,10725,Kerry,yes,Black,90,nohs,Female,3.155555556,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,13,13,14,11,113,143,133,114,113,133,105,33,43,4,hs,301,201,1005
Alabama,7767,Bush,yes,White,65,nohs,Female,3.790697674,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,43,44,41,413,443,433,414,413,133,405,33,43,4,hs,301,201,401
Alabama,5476,Bush,yes,White,65,nohs,Male,1.94,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,43,44,42,423,443,433,424,423,233,405,33,43,4,hs,301,201,401
Alabama,7905,other,yes,Black,61,nohs,Male,4.76744186,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,1,3,south,13,13,13,12,123,133,133,123,123,233,105,33,33,3,hs,201,201,1005
Alabama,4357,Bush,yes,White,41,hs,Female,1.16,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,42,42,41,412,423,432,412,413,123,405,23,23,1,hs,101,201,401
Alabama,3922,Bush,yes,White,40,col,Female,0.84,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,41,42,41,411,423,431,412,413,113,405,13,23,1,col,101,101,401
Alabama,6129,Bush,yes,White,50,somecol,Female,0.98,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,45,43,41,415,433,435,413,413,153,405,53,33,3,hs,201,201,401
Alabama,8488,Bush,yes,Other,40,postgrad,Male,1.325581395,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,33,34,32,32,324,323,334,322,323,243,305,43,23,1,col,101,101,3005
Alabama,8873,Nader,yes,White,24,hs,Male,2.977777778,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,42,41,42,422,413,432,421,423,223,405,23,13,1,hs,101,201,401
Alabama,2901,Kerry,yes,Other,99,somecol,Female,3.648648649,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,33,35,34,31,315,343,335,314,313,153,305,53,43,4,hs,301,201,3005
Alabama,10717,Bush,yes,White,42,postgrad,Male,1.444444444,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,44,42,42,424,423,434,422,423,243,405,43,23,1,col,101,101,401
Alabama,8141,Bush,yes,White,27,col,Female,1.627906977,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,41,41,41,411,413,431,411,413,113,405,13,13,1,col,101,101,401
Alabama,10720,Kerry,yes,Black,38,col,Female,1.844444444,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,13,11,12,11,111,123,131,112,113,113,105,13,23,1,col,101,101,1005
Alabama,3411,Bush,yes,White,23,hs,Male,1.27,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,42,41,42,422,413,432,421,423,223,405,23,13,1,hs,101,201,401
Alabama,10372,Kerry,yes,White,76,somecol,Female,1.044444444,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,45,44,41,415,443,435,414,413,153,405,53,43,4,hs,301,201,401
Alabama,10719,Bush,yes,White,39,somecol,Female,2.422222222,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,45,42,41,415,423,435,412,413,153,405,53,23,1,hs,101,201,401
Alabama,3813,Bush,yes,White,51,postgrad,Female,0.55,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,44,43,41,414,433,434,413,413,143,405,43,33,3,col,201,101,401
Alabama,10378,Bush,yes,White,47,somecol,Male,1.688888889,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,45,43,42,425,433,435,423,423,253,405,53,33,3,hs,201,201,401
Alabama,6959,Kerry,yes,Other,43,postgrad,Female,2.694444444,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,33,34,32,31,314,323,334,312,313,143,305,43,23,1,col,101,101,3005
Alabama,4353,Bush,yes,White,56,somecol,Female,0.91,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,45,43,41,415,433,435,413,413,153,405,53,33,3,hs,201,201,401
Alabama,9354,Bush,yes,White,52,nohs,Male,2.977777778,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,43,43,42,423,433,433,423,423,233,405,33,33,3,hs,201,201,401
Alabama,10042,Bush,yes,White,26,nohs,Male,1.622222222,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,43,41,42,423,413,433,421,423,233,405,33,13,1,hs,101,201,401
Alabama,3023,Bush,yes,White,24,somecol,Male,2.891891892,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,45,41,42,425,413,435,421,423,253,405,53,13,1,hs,101,201,401
Alabama,6055,Kerry,yes,White,69,somecol,Female,0.65,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,45,44,41,415,443,435,414,413,153,405,53,43,4,hs,301,201,401
Alabama,10710,Kerry,yes,Black,46,somecol,Male,1.733333333,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,13,15,13,12,125,133,135,123,123,253,105,53,33,3,hs,201,201,1005
Alabama,10718,Kerry,yes,White,65,col,Male,1,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,41,44,42,421,443,431,424,423,213,405,13,43,4,col,301,101,401
Alabama,10713,Kerry,yes,Black,72,somecol,Male,1.111111111,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,13,15,14,12,125,143,135,124,123,253,105,53,43,4,hs,301,201,1005
Alabama,8498,Bush,yes,White,19,somecol,Male,2.046511628,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,45,41,42,425,413,435,421,423,253,405,53,13,1,hs,101,201,401
Alabama,10381,Bush,yes,White,29,nohs,Male,3.111111111,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,43,41,42,423,413,433,421,423,233,405,33,13,1,hs,101,201,401
Alabama,6584,Bush,yes,Black,40,somecol,Female,2.888888889,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,13,15,12,11,115,123,135,112,113,153,105,53,23,1,hs,101,201,1005
Alabama,5871,Bush,yes,White,34,col,Female,1.19,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,41,42,41,411,423,431,412,413,113,405,13,23,1,col,101,101,401
Alabama,10020,Bush,yes,White,70,hs,Female,1.666666667,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,42,44,41,412,443,432,414,413,123,405,23,43,4,hs,301,201,401
Alabama,4458,Bush,yes,White,72,nohs,Female,2.14,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,43,44,41,413,443,433,414,413,133,405,33,43,4,hs,301,201,401
Alabama,5412,Bush,yes,White,52,postgrad,Male,0.65,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,44,43,42,424,433,434,423,423,243,405,43,33,3,col,201,101,401
Alabama,5510,Bush,yes,White,33,hs,Male,1.32,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,42,42,42,422,423,432,422,423,223,405,23,23,1,hs,101,201,401
Alabama,10149,Bush,yes,White,39,postgrad,Female,1.911111111,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,44,42,41,414,423,434,412,413,143,405,43,23,1,col,101,101,401
Alabama,7881,Bush,yes,White,60,hs,Female,2.348837209,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,41,412,433,432,413,413,123,405,23,33,3,hs,201,201,401
Alabama,6139,Bush,yes,White,74,somecol,Female,0.49,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,45,44,41,415,443,435,414,413,153,405,53,43,4,hs,301,201,401
Alabama,7179,Bush,yes,White,59,somecol,Female,2.111111111,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,45,43,41,415,433,435,413,413,153,405,53,33,3,hs,201,201,401
Alabama,7180,Bush,yes,White,48,col,Male,1.583333333,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,41,43,42,421,433,431,423,423,213,405,13,33,3,col,201,101,401
Alabama,7184,Bush,yes,White,43,hs,Male,3.916666667,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,42,42,42,422,423,432,422,423,223,405,23,23,1,hs,101,201,401
Alabama,6930,Kerry,yes,White,60,hs,Female,2.916666667,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,41,412,433,432,413,413,123,405,23,33,3,hs,201,201,401
Alabama,7456,Bush,yes,White,58,hs,Female,2.348837209,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,41,412,433,432,413,413,123,405,23,33,3,hs,201,201,401
Alabama,6142,Kerry,yes,White,44,col,Female,0.94,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,41,42,41,411,423,431,412,413,113,405,13,23,1,col,101,101,401
Alabama,5424,Bush,yes,White,58,somecol,Male,0.98,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,45,43,42,425,433,435,423,423,253,405,53,33,3,hs,201,201,401
Alabama,5420,Bush,yes,White,46,hs,Male,0.96,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,42,422,433,432,423,423,223,405,23,33,3,hs,201,201,401
Alabama,10147,Kerry,yes,Black,46,somecol,Female,1.488888889,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,13,15,13,11,115,133,135,113,113,153,105,53,33,3,hs,201,201,1005
Alabama,3232,Bush,yes,White,57,hs,Female,0.88,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,41,412,433,432,413,413,123,405,23,33,3,hs,201,201,401
Alabama,10722,Bush,yes,White,53,somecol,Male,2.466666667,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,45,43,42,425,433,435,423,423,253,405,53,33,3,hs,201,201,401
Alabama,2188,Bush,yes,NA,67,somecol,Male,1.810810811,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,NA,NA,NA,NA,NA,NA,NA,NA,NA,253,NA,53,43,4,hs,301,201,NA
Alabama,8847,Bush,yes,Black,54,somecol,Male,1.311111111,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,13,15,13,12,125,133,135,123,123,253,105,53,33,3,hs,201,201,1005
Alabama,2220,Kerry,yes,White,65,somecol,Male,1.378378378,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,45,44,42,425,443,435,424,423,253,405,53,43,4,hs,301,201,401
Alabama,2886,Bush,yes,White,61,hs,Male,3.027027027,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,3,south,43,42,43,42,422,433,432,423,423,223,405,23,33,3,hs,201,201,401
Alabama,8794,Bush,yes,White,74,somecol,Female,1.666666667,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,45,44,41,415,443,435,414,413,153,405,53,43,4,hs,301,201,401
Alabama,10373,Kerry,yes,White,74,postgrad,Male,1,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,43,44,44,42,424,443,434,424,423,243,405,43,43,4,col,301,101,401
Alabama,8430,Bush,yes,Other,39,col,Female,1.302325581,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,33,31,32,31,311,323,331,312,313,113,305,13,23,1,col,101,101,3005
Alabama,4100,Kerry,yes,Black,18,somecol,Male,2.98,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,13,15,11,12,125,113,135,121,123,253,105,53,13,1,hs,101,201,1005
Alabama,10341,Bush,yes,White,19,somecol,Female,2.8,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,45,41,41,415,413,435,411,413,153,405,53,13,1,hs,101,201,401
Alabama,8481,Kerry,yes,Black,43,hs,Female,2.697674419,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,13,12,12,11,112,123,132,112,113,123,105,23,23,1,hs,101,201,1005
Alabama,2387,Kerry,yes,White,44,somecol,Male,3.189189189,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,43,45,42,42,425,423,435,422,423,253,405,53,23,1,hs,101,201,401
Alabama,6656,Nader,yes,NA,99,NA,Male,2.416666667,0,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,4,south,53,56,54,52,526,543,536,524,523,263,505,63,43,4,NA,301,301,5005
Alabama,10137,Kerry,yes,Black,38,col,Female,1.844444444,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,2,south,13,11,12,11,111,123,131,112,113,113,105,13,23,1,col,101,101,1005
Alabama,7231,Kerry,yes,White,24,somecol,Female,3.277777778,1,1,AL,63,south,deep,south,deep,0.565559286,0.549494361,0.730123991,0.008317819,0.243176461,0.572,0.85,0.707779643,0.006967006,0.371022286,0.577735877,0,1,south,43,45,41,41,415,413,435,411,413,153,405,53,13,1,hs,101,201,401
